"Step","swept-galaxy-5 - train_loss","swept-galaxy-5 - train_loss__MIN","swept-galaxy-5 - train_loss__MAX"
"966","0.10066387802362442","0.10066387802362442","0.10066387802362442"
"968","0.3478778898715973","0.3478778898715973","0.3478778898715973"
"971","0.09864374250173569","0.09864374250173569","0.09864374250173569"
"983","0.12453904002904892","0.12453904002904892","0.12453904002904892"
"1005","0.07794379442930222","0.07794379442930222","0.07794379442930222"
"1016","0.135823056101799","0.135823056101799","0.135823056101799"
"1024","0.15228338539600372","0.15228338539600372","0.15228338539600372"
"1045","0.12827816605567932","0.12827816605567932","0.12827816605567932"
"1055","0.1507958471775055","0.1507958471775055","0.1507958471775055"
"1056","0.059361327439546585","0.059361327439546585","0.059361327439546585"
"1072","0.19514162838459015","0.19514162838459015","0.19514162838459015"
"1079","0.06149179860949516","0.06149179860949516","0.06149179860949516"
"1081","0.08807472139596939","0.08807472139596939","0.08807472139596939"
"1100","0.015189209952950478","0.015189209952950478","0.015189209952950478"
"1102","0.13868014514446259","0.13868014514446259","0.13868014514446259"
"1137","0.14032886922359467","0.14032886922359467","0.14032886922359467"
"1141","0.15390633046627045","0.15390633046627045","0.15390633046627045"
"1142","0.019857516512274742","0.019857516512274742","0.019857516512274742"
"1160","0.16211937367916107","0.16211937367916107","0.16211937367916107"
"1162","0.10893078148365021","0.10893078148365021","0.10893078148365021"
"1170","0.05737985298037529","0.05737985298037529","0.05737985298037529"
"1174","0.04014961048960686","0.04014961048960686","0.04014961048960686"
"1179","0.12464389950037003","0.12464389950037003","0.12464389950037003"
"1189","0.06573059409856796","0.06573059409856796","0.06573059409856796"
"1190","0.0756646916270256","0.0756646916270256","0.0756646916270256"
"1192","0.40627536177635193","0.40627536177635193","0.40627536177635193"
"1200","0.14595313370227814","0.14595313370227814","0.14595313370227814"
"1204","0.16921411454677582","0.16921411454677582","0.16921411454677582"
"1209","0.10544822365045547","0.10544822365045547","0.10544822365045547"
"1210","0.08227580785751343","0.08227580785751343","0.08227580785751343"
"1217","0.08626339584589005","0.08626339584589005","0.08626339584589005"
"1237","0.15791574120521545","0.15791574120521545","0.15791574120521545"
"1239","0.03785315901041031","0.03785315901041031","0.03785315901041031"
"1241","0.17277593910694122","0.17277593910694122","0.17277593910694122"
"1248","0.041577499359846115","0.041577499359846115","0.041577499359846115"
"1251","0.07519161701202393","0.07519161701202393","0.07519161701202393"
"1265","0.07826613634824753","0.07826613634824753","0.07826613634824753"
"1269","0.05683843418955803","0.05683843418955803","0.05683843418955803"
"1270","0.12163393944501877","0.12163393944501877","0.12163393944501877"
"1273","0.09745637327432632","0.09745637327432632","0.09745637327432632"
"1274","0.03726983070373535","0.03726983070373535","0.03726983070373535"
"1281","0.15298676490783691","0.15298676490783691","0.15298676490783691"
"1294","0.08258139342069626","0.08258139342069626","0.08258139342069626"
"1297","0.11628782749176025","0.11628782749176025","0.11628782749176025"
"1299","0.07721344381570816","0.07721344381570816","0.07721344381570816"
"1308","0.0506480447947979","0.0506480447947979","0.0506480447947979"
"1326","0.2498554289340973","0.2498554289340973","0.2498554289340973"
"1327","0.08840810507535934","0.08840810507535934","0.08840810507535934"
"1330","0.19836990535259247","0.19836990535259247","0.19836990535259247"
"1335","0.09872983396053314","0.09872983396053314","0.09872983396053314"
"1337","0.08947598934173584","0.08947598934173584","0.08947598934173584"
"1340","0.10667788237333298","0.10667788237333298","0.10667788237333298"
"1352","0.06446192413568497","0.06446192413568497","0.06446192413568497"
"1353","0.16744635999202728","0.16744635999202728","0.16744635999202728"
"1377","0.11201073974370956","0.11201073974370956","0.11201073974370956"
"1382","0.03389769420027733","0.03389769420027733","0.03389769420027733"
"1388","0.1363949179649353","0.1363949179649353","0.1363949179649353"
"1410","0.13385777175426483","0.13385777175426483","0.13385777175426483"
"1426","0.14990055561065674","0.14990055561065674","0.14990055561065674"
"1431","0.1221185103058815","0.1221185103058815","0.1221185103058815"
"1434","0.08948525786399841","0.08948525786399841","0.08948525786399841"
"1438","0.04791542515158653","0.04791542515158653","0.04791542515158653"
"1452","0.09516741335391998","0.09516741335391998","0.09516741335391998"
"1455","0.02335127256810665","0.02335127256810665","0.02335127256810665"
"1460","0.20342054963111877","0.20342054963111877","0.20342054963111877"
"1464","0.06356707215309143","0.06356707215309143","0.06356707215309143"
"1467","0.1392022669315338","0.1392022669315338","0.1392022669315338"
"1510","0.06730204820632935","0.06730204820632935","0.06730204820632935"
"1547","0.13186576962471008","0.13186576962471008","0.13186576962471008"
"1559","0.1561724990606308","0.1561724990606308","0.1561724990606308"
"1568","0.04506577178835869","0.04506577178835869","0.04506577178835869"
"1584","0.028118163347244263","0.028118163347244263","0.028118163347244263"
"1591","0.011876197531819344","0.011876197531819344","0.011876197531819344"
"1600","0.10733296722173691","0.10733296722173691","0.10733296722173691"
"1635","0.046171411871910095","0.046171411871910095","0.046171411871910095"
"1641","0.13669486343860626","0.13669486343860626","0.13669486343860626"
"1657","0.18388228118419647","0.18388228118419647","0.18388228118419647"
"1660","0.10776539146900177","0.10776539146900177","0.10776539146900177"
"1683","0.09863211959600449","0.09863211959600449","0.09863211959600449"
"1686","0.2281251698732376","0.2281251698732376","0.2281251698732376"
"1689","0.07598192989826202","0.07598192989826202","0.07598192989826202"
"1698","0.15548883378505707","0.15548883378505707","0.15548883378505707"
"1717","0.11075339466333389","0.11075339466333389","0.11075339466333389"
"1731","0.06424718350172043","0.06424718350172043","0.06424718350172043"
"1741","0.06420393288135529","0.06420393288135529","0.06420393288135529"
"1743","0.04663310572504997","0.04663310572504997","0.04663310572504997"
"1769","0.07221584767103195","0.07221584767103195","0.07221584767103195"
"1794","0.05669276788830757","0.05669276788830757","0.05669276788830757"
"1796","0.2657766044139862","0.2657766044139862","0.2657766044139862"
"1799","0.14515982568264008","0.14515982568264008","0.14515982568264008"
"1803","0.08710556477308273","0.08710556477308273","0.08710556477308273"
"1823","0.11324670165777206","0.11324670165777206","0.11324670165777206"
"1841","0.07575760036706924","0.07575760036706924","0.07575760036706924"
"1855","0.09541012346744537","0.09541012346744537","0.09541012346744537"
"1857","0.13160228729248047","0.13160228729248047","0.13160228729248047"
"1860","0.09178238362073898","0.09178238362073898","0.09178238362073898"
"1869","0.025328969582915306","0.025328969582915306","0.025328969582915306"
"1885","0.08424796909093857","0.08424796909093857","0.08424796909093857"
"1888","0.06269290298223495","0.06269290298223495","0.06269290298223495"
"1893","0.08719869703054428","0.08719869703054428","0.08719869703054428"
"1899","0.18365471065044403","0.18365471065044403","0.18365471065044403"
"1931","0.18599383533000946","0.18599383533000946","0.18599383533000946"
"1946","0.03233782947063446","0.03233782947063446","0.03233782947063446"
"1947","0.06840734928846359","0.06840734928846359","0.06840734928846359"
"1956","0.07422839850187302","0.07422839850187302","0.07422839850187302"
"1967","0.08877455443143845","0.08877455443143845","0.08877455443143845"
"1969","0.23737597465515137","0.23737597465515137","0.23737597465515137"
"1998","0.049796681851148605","0.049796681851148605","0.049796681851148605"
"2001","0.035894930362701416","0.035894930362701416","0.035894930362701416"
"2002","0.12599952518939972","0.12599952518939972","0.12599952518939972"
"2013","0.054350465536117554","0.054350465536117554","0.054350465536117554"
"2015","0.07899683713912964","0.07899683713912964","0.07899683713912964"
"2019","0.2505989968776703","0.2505989968776703","0.2505989968776703"
"2068","0.011615531519055367","0.011615531519055367","0.011615531519055367"
"2077","0.041324689984321594","0.041324689984321594","0.041324689984321594"
"2084","0.05354371294379234","0.05354371294379234","0.05354371294379234"
"2102","0.05879337713122368","0.05879337713122368","0.05879337713122368"
"2131","0.18271546065807343","0.18271546065807343","0.18271546065807343"
"2133","0.06816601753234863","0.06816601753234863","0.06816601753234863"
"2137","0.23572121560573578","0.23572121560573578","0.23572121560573578"
"2181","0.20520301163196564","0.20520301163196564","0.20520301163196564"
"2189","0.06981828808784485","0.06981828808784485","0.06981828808784485"
"2190","0.10078591108322144","0.10078591108322144","0.10078591108322144"
"2191","0.16306602954864502","0.16306602954864502","0.16306602954864502"
"2192","0.07488695532083511","0.07488695532083511","0.07488695532083511"
"2194","0.045062314718961716","0.045062314718961716","0.045062314718961716"
"2227","0.12144587188959122","0.12144587188959122","0.12144587188959122"
"2233","0.13571588695049286","0.13571588695049286","0.13571588695049286"
"2234","0.059987425804138184","0.059987425804138184","0.059987425804138184"
"2239","0.17290501296520233","0.17290501296520233","0.17290501296520233"
"2243","0.036310967057943344","0.036310967057943344","0.036310967057943344"
"2266","0.10455375164747238","0.10455375164747238","0.10455375164747238"
"2278","0.15576671063899994","0.15576671063899994","0.15576671063899994"
"2282","0.07072082161903381","0.07072082161903381","0.07072082161903381"
"2293","0.22314707934856415","0.22314707934856415","0.22314707934856415"
"2298","0.034039802849292755","0.034039802849292755","0.034039802849292755"
"2299","0.1300164759159088","0.1300164759159088","0.1300164759159088"
"2303","0.09100832790136337","0.09100832790136337","0.09100832790136337"
"2309","0.04731051251292229","0.04731051251292229","0.04731051251292229"
"2336","0.028239553794264793","0.028239553794264793","0.028239553794264793"
"2356","0.0620679147541523","0.0620679147541523","0.0620679147541523"
"2363","0.05834268406033516","0.05834268406033516","0.05834268406033516"
"2370","0.1457439661026001","0.1457439661026001","0.1457439661026001"
"2384","0.08536546677350998","0.08536546677350998","0.08536546677350998"
"2387","0.022891147062182426","0.022891147062182426","0.022891147062182426"
"2402","0.06720437854528427","0.06720437854528427","0.06720437854528427"
"2405","0.08385048061609268","0.08385048061609268","0.08385048061609268"
"2410","0.02961862087249756","0.02961862087249756","0.02961862087249756"
"2421","0.1014256700873375","0.1014256700873375","0.1014256700873375"
"2426","0.21335215866565704","0.21335215866565704","0.21335215866565704"
"2428","0.19829769432544708","0.19829769432544708","0.19829769432544708"
"2440","0.08575578778982162","0.08575578778982162","0.08575578778982162"
"2441","0.2622013986110687","0.2622013986110687","0.2622013986110687"
"2444","0.0706096664071083","0.0706096664071083","0.0706096664071083"
"2448","0.20657601952552795","0.20657601952552795","0.20657601952552795"
"2464","0.06421642750501633","0.06421642750501633","0.06421642750501633"
"2465","0.1470116674900055","0.1470116674900055","0.1470116674900055"
"2480","0.1343073695898056","0.1343073695898056","0.1343073695898056"
"2481","0.2749529480934143","0.2749529480934143","0.2749529480934143"
"2487","0.11467530578374863","0.11467530578374863","0.11467530578374863"
"2492","0.1536032259464264","0.1536032259464264","0.1536032259464264"
"2512","0.06772749871015549","0.06772749871015549","0.06772749871015549"
"2513","0.16463375091552734","0.16463375091552734","0.16463375091552734"
"2528","0.13785748183727264","0.13785748183727264","0.13785748183727264"
"2533","0.09293314069509506","0.09293314069509506","0.09293314069509506"
"2536","0.21629951894283295","0.21629951894283295","0.21629951894283295"
"2541","0.04776064679026604","0.04776064679026604","0.04776064679026604"
"2569","0.0788273960351944","0.0788273960351944","0.0788273960351944"
"2571","0.11401715129613876","0.11401715129613876","0.11401715129613876"
"2579","0.11013562977313995","0.11013562977313995","0.11013562977313995"
"2581","0.021808413788676262","0.021808413788676262","0.021808413788676262"
"2582","0.08734976500272751","0.08734976500272751","0.08734976500272751"
"2597","0.24964630603790283","0.24964630603790283","0.24964630603790283"
"2608","0.16444765031337738","0.16444765031337738","0.16444765031337738"
"2623","0.1403103917837143","0.1403103917837143","0.1403103917837143"
"2641","0.02905474416911602","0.02905474416911602","0.02905474416911602"
"2642","0.11408134549856186","0.11408134549856186","0.11408134549856186"
"2662","0.057283420115709305","0.057283420115709305","0.057283420115709305"
"2678","0.04877535626292229","0.04877535626292229","0.04877535626292229"
"2679","0.05815340206027031","0.05815340206027031","0.05815340206027031"
"2703","0.16887779533863068","0.16887779533863068","0.16887779533863068"
"2710","0.022411664947867393","0.022411664947867393","0.022411664947867393"
"2711","0.09962278604507446","0.09962278604507446","0.09962278604507446"
"2716","0.10115920752286911","0.10115920752286911","0.10115920752286911"
"2729","0.11449768394231796","0.11449768394231796","0.11449768394231796"
"2744","0.05306804180145264","0.05306804180145264","0.05306804180145264"
"2745","0.05378437042236328","0.05378437042236328","0.05378437042236328"
"2749","0.1111607477068901","0.1111607477068901","0.1111607477068901"
"2756","0.075297050178051","0.075297050178051","0.075297050178051"
"2774","0.10892617702484131","0.10892617702484131","0.10892617702484131"
"2777","0.03517390042543411","0.03517390042543411","0.03517390042543411"
"2794","0.04617614299058914","0.04617614299058914","0.04617614299058914"
"2800","0.044962327927351","0.044962327927351","0.044962327927351"
"2821","0.14593778550624847","0.14593778550624847","0.14593778550624847"
"2835","0.19870524108409882","0.19870524108409882","0.19870524108409882"
"2839","0.13421809673309326","0.13421809673309326","0.13421809673309326"
"2868","0.0761309489607811","0.0761309489607811","0.0761309489607811"
"2881","0.02340538240969181","0.02340538240969181","0.02340538240969181"
"2886","0.12172280997037888","0.12172280997037888","0.12172280997037888"
"2896","0.19666270911693573","0.19666270911693573","0.19666270911693573"
"2906","0.02246754989027977","0.02246754989027977","0.02246754989027977"
"2919","0.08935084193944931","0.08935084193944931","0.08935084193944931"
"2923","0.010193130932748318","0.010193130932748318","0.010193130932748318"
"2938","0.04313836619257927","0.04313836619257927","0.04313836619257927"
"2939","0.06372733414173126","0.06372733414173126","0.06372733414173126"
"2973","0.01506719645112753","0.01506719645112753","0.01506719645112753"
"2974","0.048331309109926224","0.048331309109926224","0.048331309109926224"
"2989","0.3564949929714203","0.3564949929714203","0.3564949929714203"
"3011","0.05488286539912224","0.05488286539912224","0.05488286539912224"
"3013","0.07913900911808014","0.07913900911808014","0.07913900911808014"
"3018","0.06646087020635605","0.06646087020635605","0.06646087020635605"
"3020","0.05669255182147026","0.05669255182147026","0.05669255182147026"
"3036","0.16095681488513947","0.16095681488513947","0.16095681488513947"
"3046","0.28749319911003113","0.28749319911003113","0.28749319911003113"
"3076","0.17738090455532074","0.17738090455532074","0.17738090455532074"
"3082","0.08306171000003815","0.08306171000003815","0.08306171000003815"
"3083","0.010152007453143597","0.010152007453143597","0.010152007453143597"
"3089","0.09187214076519012","0.09187214076519012","0.09187214076519012"
"3101","0.10950291156768799","0.10950291156768799","0.10950291156768799"
"3116","0.03996911644935608","0.03996911644935608","0.03996911644935608"
"3117","0.062098123133182526","0.062098123133182526","0.062098123133182526"
"3122","0.027875488623976707","0.027875488623976707","0.027875488623976707"
"3129","0.11960452795028687","0.11960452795028687","0.11960452795028687"
"3145","0.09998631477355957","0.09998631477355957","0.09998631477355957"
"3152","0.032232608646154404","0.032232608646154404","0.032232608646154404"
"3155","0.08773572742938995","0.08773572742938995","0.08773572742938995"
"3156","0.3166621923446655","0.3166621923446655","0.3166621923446655"
"3160","0.06617408245801926","0.06617408245801926","0.06617408245801926"
"3173","0.04217936471104622","0.04217936471104622","0.04217936471104622"
"3178","0.038226284086704254","0.038226284086704254","0.038226284086704254"
"3180","0.08728855848312378","0.08728855848312378","0.08728855848312378"
"3187","0.08911123126745224","0.08911123126745224","0.08911123126745224"
"3207","0.04818214103579521","0.04818214103579521","0.04818214103579521"
"3210","0.1199096217751503","0.1199096217751503","0.1199096217751503"
"3215","0.17876194417476654","0.17876194417476654","0.17876194417476654"
"3236","0.08873560279607773","0.08873560279607773","0.08873560279607773"
"3240","0.05902057886123657","0.05902057886123657","0.05902057886123657"
"3241","0.036373626440763474","0.036373626440763474","0.036373626440763474"
"3243","0.011851176619529724","0.011851176619529724","0.011851176619529724"
"3248","0.10077454894781113","0.10077454894781113","0.10077454894781113"
"3260","0.05896798521280289","0.05896798521280289","0.05896798521280289"
"3267","0.06292297691106796","0.06292297691106796","0.06292297691106796"
"3270","0.20606480538845062","0.20606480538845062","0.20606480538845062"
"3273","0.1627880185842514","0.1627880185842514","0.1627880185842514"
"3276","0.05775260925292969","0.05775260925292969","0.05775260925292969"
"3289","0.061476923525333405","0.061476923525333405","0.061476923525333405"
"3302","0.12410645931959152","0.12410645931959152","0.12410645931959152"
"3319","0.16755656898021698","0.16755656898021698","0.16755656898021698"
"3335","0.028110122308135033","0.028110122308135033","0.028110122308135033"
"3340","0.12165018171072006","0.12165018171072006","0.12165018171072006"
"3343","0.1446733921766281","0.1446733921766281","0.1446733921766281"
"3349","0.19418403506278992","0.19418403506278992","0.19418403506278992"
"3361","0.08351722359657288","0.08351722359657288","0.08351722359657288"
"3366","0.11190002411603928","0.11190002411603928","0.11190002411603928"
"3370","0.04403770714998245","0.04403770714998245","0.04403770714998245"
"3375","0.07171865552663803","0.07171865552663803","0.07171865552663803"
"3414","0.14250826835632324","0.14250826835632324","0.14250826835632324"
"3438","0.1520848572254181","0.1520848572254181","0.1520848572254181"
"3446","0.08675216883420944","0.08675216883420944","0.08675216883420944"
"3458","0.040708404034376144","0.040708404034376144","0.040708404034376144"
"3460","0.07414881139993668","0.07414881139993668","0.07414881139993668"
"3470","0.11846628040075302","0.11846628040075302","0.11846628040075302"
"3478","0.039981331676244736","0.039981331676244736","0.039981331676244736"
"3492","0.00844537653028965","0.00844537653028965","0.00844537653028965"
"3508","0.0902005061507225","0.0902005061507225","0.0902005061507225"
"3527","0.039642076939344406","0.039642076939344406","0.039642076939344406"
"3528","0.021743467077612877","0.021743467077612877","0.021743467077612877"
"3531","0.00825104396790266","0.00825104396790266","0.00825104396790266"
"3532","0.07682551443576813","0.07682551443576813","0.07682551443576813"
"3540","0.10526876896619797","0.10526876896619797","0.10526876896619797"
"3545","0.19004659354686737","0.19004659354686737","0.19004659354686737"
"3567","0.07357963174581528","0.07357963174581528","0.07357963174581528"
"3577","0.19537846744060516","0.19537846744060516","0.19537846744060516"
"3592","0.11162874847650528","0.11162874847650528","0.11162874847650528"
"3601","0.06568446010351181","0.06568446010351181","0.06568446010351181"
"3629","0.10063495486974716","0.10063495486974716","0.10063495486974716"
"3646","0.14908063411712646","0.14908063411712646","0.14908063411712646"
"3648","0.2087966501712799","0.2087966501712799","0.2087966501712799"
"3651","0.03024335578083992","0.03024335578083992","0.03024335578083992"
"3700","0.052108775824308395","0.052108775824308395","0.052108775824308395"
"3708","0.08744674921035767","0.08744674921035767","0.08744674921035767"
"3713","0.029224133118987083","0.029224133118987083","0.029224133118987083"
"3737","0.03412988781929016","0.03412988781929016","0.03412988781929016"
"3746","0.061142873018980026","0.061142873018980026","0.061142873018980026"
"3752","0.19532501697540283","0.19532501697540283","0.19532501697540283"
"3756","0.2490498125553131","0.2490498125553131","0.2490498125553131"
"3782","0.05260545015335083","0.05260545015335083","0.05260545015335083"
"3804","0.10039999336004257","0.10039999336004257","0.10039999336004257"
"3822","0.0870271548628807","0.0870271548628807","0.0870271548628807"
"3868","0.10715121030807495","0.10715121030807495","0.10715121030807495"
"3873","0.05816854164004326","0.05816854164004326","0.05816854164004326"
"3877","0.08255290240049362","0.08255290240049362","0.08255290240049362"
"3890","0.009030281566083431","0.009030281566083431","0.009030281566083431"
"3892","0.21437259018421173","0.21437259018421173","0.21437259018421173"
"3917","0.09620014578104019","0.09620014578104019","0.09620014578104019"
"3926","0.09983273595571518","0.09983273595571518","0.09983273595571518"
"3951","0.06254716962575912","0.06254716962575912","0.06254716962575912"
"3955","0.11382222175598145","0.11382222175598145","0.11382222175598145"
"3958","0.10392433404922485","0.10392433404922485","0.10392433404922485"
"3965","0.044991593807935715","0.044991593807935715","0.044991593807935715"
"3972","0.0595536008477211","0.0595536008477211","0.0595536008477211"
"3974","0.0802815854549408","0.0802815854549408","0.0802815854549408"
"3987","0.0537150613963604","0.0537150613963604","0.0537150613963604"
"3990","0.11571302264928818","0.11571302264928818","0.11571302264928818"
"3999","0.2532084584236145","0.2532084584236145","0.2532084584236145"
"4012","0.02890903316438198","0.02890903316438198","0.02890903316438198"
"4016","0.1103028804063797","0.1103028804063797","0.1103028804063797"
"4028","0.11514421552419662","0.11514421552419662","0.11514421552419662"
"4033","0.1058160588145256","0.1058160588145256","0.1058160588145256"
"4043","0.011924832127988338","0.011924832127988338","0.011924832127988338"
"4064","0.022313421592116356","0.022313421592116356","0.022313421592116356"
"4074","0.15592730045318604","0.15592730045318604","0.15592730045318604"
"4077","0.021901804953813553","0.021901804953813553","0.021901804953813553"
"4079","0.29610320925712585","0.29610320925712585","0.29610320925712585"
"4085","0.11710357666015625","0.11710357666015625","0.11710357666015625"
"4103","0.42051830887794495","0.42051830887794495","0.42051830887794495"
"4104","0.26750025153160095","0.26750025153160095","0.26750025153160095"
"4110","0.05334419012069702","0.05334419012069702","0.05334419012069702"
"4114","0.04683653637766838","0.04683653637766838","0.04683653637766838"
"4117","0.07320647686719894","0.07320647686719894","0.07320647686719894"
"4154","0.09937497228384018","0.09937497228384018","0.09937497228384018"
"4157","0.22139553725719452","0.22139553725719452","0.22139553725719452"
"4171","0.17589516937732697","0.17589516937732697","0.17589516937732697"
"4193","0.15800252556800842","0.15800252556800842","0.15800252556800842"
"4211","0.03746648132801056","0.03746648132801056","0.03746648132801056"
